name,latitude,longitude
中山公民會館,25.06185,121.5226
渭水八德路口,25.04573,121.53508
捷運中山站(2號出口),25.05228,121.52176
撫順公園,25.06416,121.52203
新生公園,25.06839,121.53032
捷運行天宮站(1號出口),25.05867,121.53305
林森長春路口,25.05497,121.52536
建國農安街口,25.06503,121.53678
松江路77巷口,25.04985,121.53312
建國長安路口,25.04836,121.53669
市民新生路口,25.04611,121.53193
民權吉林路口,25.06269,121.53061
中山農安街口,25.0651,121.5224
捷運行政大樓,25.05575,121.52168
中吉公園(松江路188巷),25.0568,121.53191
吉林路123巷口,25.05731,121.53021
中原民生路口,25.05808,121.52887
國立臺北大學(臺北校區),25.05794,121.54244
錦州吉林路口,25.06028,121.52991
中山北路二段59巷口,25.05606,121.5229
永盛公園(民生東路一段23巷),25.05873,121.52488
新生錦州街口,25.05955,121.52744
濱江街199巷口,25.0734,121.53985
大佳社區公園,25.07275,121.5373
濱江果菜市場,25.06807,121.53673
興安合江路口,25.05619,121.53949
復興北路514巷口東側,25.06597,121.54117
台泥大樓,25.06142,121.52305
植福樂群路口,25.08303,121.5604
新興公園,25.06157,121.52439
南京伊通街口,25.05189,121.53517
南京龍江路口,25.05205,121.54012
撫順街41巷(崇德宮前),25.06389,121.51916
臺北市立圖書館大直分館,25.08152,121.54646
捷運大直站(1號出口),25.0801,121.54708
捷運松江南京站(4號出口),25.0512,121.53312
中429公園,25.07864,121.55557
長春路137巷口,25.05791,121.53114
松江民生路口,25.05765,121.53299
松江路132巷口,25.05277,121.53013
長春吉林路口,25.05481,121.53032
長春一江街口,25.05488,121.53142
捷運松江南京站(8號出口),25.05215,121.53276
南京一江街口,25.05215,121.53171
松江長春路口,25.05499,121.53295
經國七海文化園區,25.07802,121.53511
民族玉門街口,25.06873,121.52003
新生農安街口,25.06493,121.52778
稻江高級護理家事職業學校,25.06532,121.52848
捷運大直站(3號出口),25.07934,121.54671
樂群二明水路口,25.07983,121.55236
民權吉林路口(南側),25.06245,121.53014
長春龍江路口,25.05473,121.54026
民權新生路口,25.06305,121.52776
建國長春路口(北側),25.05476,121.53693
中山行政中心,25.06432,121.53349
臺北市立美術館,25.07063,121.52327
劍潭社區,25.08476,121.53789
濱江國小游泳池,25.07818,121.56175
林森公園,25.05223,121.52581
中428公園,25.07825,121.55337
復華公園,25.05339,121.5401
新生民族路口(西南側),25.06819,121.52767
捷運南京復興站(1號出口),25.05253,121.54256
八德市場(北側),25.04478,121.53661
龍江朱崙街口,25.05004,121.54043
大直街94巷,25.08431,121.54755
捷運南京復興站(8號出口),25.05196,121.5433
民權建國路口(南側),25.06228,121.53702
林森德惠街口,25.06688,121.5257
新生濱江街口(東南側),25.07059,121.52812
新生北路一段62巷口,25.04699,121.53075
新生長春路口(東北側),25.05532,121.52769
捷運劍南路站(1號出口),25.08519,121.55498
敬業三樂群三路口(西北側),25.08272,121.55624
長春路258巷2弄口,25.05427,121.53896
長寧大廈社區(南側),25.05418,121.54332
建國五常街口,25.06419,121.53732
中山北路二段62巷口,25.05676,121.52268
市民安東街口,25.0448,121.54213
市民大道二段5巷口,25.04812,121.52166
捷運中山站(3號出口),25.05236,121.52212
文湖街21巷118弄口,25.09122,121.55961
北勢湖環保公園,25.08378,121.56208
洲子一號公園,25.07977,121.56454
西康公園,25.08284,121.56449
文湖國小,25.08637,121.56088
文湖街81巷10號西側,25.08707,121.56406
德明財經科技大學,25.08637,121.56574
麗山國小,25.08311,121.57155
麗山高中,25.08398,121.57725
港華五號公園,25.08522,121.57462
大湖國小,25.08803,121.59958
安湖三號公園,25.07021,121.61593
東湖路113巷95弄,25.07177,121.61491
瑞光計程車服務站,25.0745,121.57389
文德三號公園(江南街71巷16弄),25.07524,121.5772
捷運大湖公園站(2號出口),25.08395,121.60185
康寧星雲街口,25.07958,121.59336
星雲街47號,25.07864,121.59177
捷運西湖站(1號出口),25.08301,121.56638
捷運西湖站(2號出口),25.08205,121.56716
洲子二號公園,25.07932,121.56869
港都公園,25.08296,121.5752
環山路二段26巷口,25.08598,121.572
成功金龍路口,25.08436,121.59478
碧山公園,25.0878,121.59227
金瑞公園,25.08785,121.5879
捷運文德站(2號出口),25.07842,121.58464
陽光公園,25.07695,121.58764
文德二號公園(南側),25.07504,121.58375
文德二號公園(北側),25.07758,121.58381
瑞陽公園,25.07777,121.57961
湖光國宅,25.07538,121.58079
潭美街213號,25.05575,121.58486
南京東路六段180號,25.0559,121.57991
潭美國小(南京舊宗路口),25.05768,121.58159
新明路343號,25.05653,121.58345
週美里活動廣場,25.0539,121.58084
內湖行政中心,25.06915,121.58898
樂康公園,25.07007,121.62055
安康路32巷24弄,25.06181,121.59447
明美公園,25.06256,121.58607
南京東路六段368巷,25.05827,121.58707
新明成功路口,25.06058,121.5911
民權瑞光路口,25.06835,121.58323
瑞光公共住宅(瑞光路),25.07335,121.57951
民權東路六段15巷,25.06853,121.57813
扶輪親恩公園,25.06709,121.58002
新湖三民善街口,25.06286,121.57497
內湖119號綠地,25.05594,121.57865
行善公園,25.05301,121.57592
三軍總醫院,25.07151,121.58991
福華商場,25.06877,121.59265
臺北市網球中心,25.0674,121.59749
捷運葫洲站(1號出口),25.07249,121.60796
麗湖國小,25.07332,121.60223
金湖路347巷125弄口,25.0733,121.59834
碧湖公園,25.07988,121.58287
碧湖公園(內湖路二段103巷),25.08317,121.58109
貿七社區,25.08357,121.58534
內湖區農會,25.08165,121.58891
捷運內湖站(2號出口),25.0835,121.59454
康寧金湖路口,25.07896,121.59921
康寧路一段156巷20弄口,25.07792,121.59354
安康公園,25.06657,121.6136
安泰街83巷,25.07669,121.61709
內溝溪生態展示館,25.08722,121.62306
捷運港墘站(2號出口),25.07967,121.57584
東湖國中,25.07334,121.61962
石潭公園(安康路),25.06261,121.59334
內湖垃圾焚化廠,25.06209,121.60347
康寧公園(北側),25.06927,121.61019
康寧路三段54巷口,25.0716,121.60936
行善路25巷口,25.05707,121.57658
新明路460巷口,25.05503,121.57823
下灣公園,25.06516,121.59561
民權東路六段245巷口,25.06708,121.60059
東湖國小,25.06854,121.61532
捷運內湖站(1號出口),25.08373,121.59406
瑞光港墘路口,25.07611,121.57487
瑞湖陽光街口,25.07296,121.57603
金龍公園,25.08554,121.59076
星雲街138巷1弄口,25.07943,121.59544
東湖一號公園,25.07567,121.6118
東湖二號公園,25.07415,121.61075
康湖二號公園(康寧醫院),25.07514,121.60857
堤頂大道新湖一路口,25.05892,121.57354
下灣公園(成功路),25.06682,121.5907
舊宗行善路口,25.05876,121.58062
新湖二路250巷口,25.06455,121.58262
成功路四段41巷口,25.08105,121.59205
金湖星雲街口,25.08151,121.59764
國防醫學院,25.06851,121.59559
民權東路六段190巷117弄口,25.06434,121.59399
內湖運動中心,25.07848,121.57493
九華公園,25.08844,121.56122
內湖路二段179巷口,25.08454,121.584
行善行愛路口,25.0606,121.58286
民善新湖二路口(家樂福內湖店),25.06017,121.57552
統振大樓,25.06007,121.60138
陽光街161巷口,25.07433,121.58584
潭美公園(南京東路六段368巷),25.05928,121.58617
西康二號公園,25.08503,121.5637
三民國中(民權東路六段47巷),25.06935,121.58692
瑞光路76巷口,25.07168,121.58125
捷運東湖站,25.06664,121.61351
新湖國小,25.06874,121.58923
碧山內湖路口,25.08627,121.5914
民權東路六段413巷,25.07038,121.60352
宏匯瑞光廣場(瑞光路),25.07676,121.57433
宏匯瑞光廣場(港墘路),25.07777,121.57562
康樂街151巷,25.07192,121.61955
內湖路一段360巷,25.0812,121.57067
成功路三段83號前,25.07823,121.5898
內湖路一段47巷,25.08781,121.55872
陽光舊宗路口,25.07243,121.57416
安湖公園,25.07392,121.61545
湖興公園,25.06671,121.58913
安泰街(康樂橋下),25.07849,121.61666
康樂綠地,25.07539,121.6203
捷運港墘站(1號出口),25.08004,121.57568
明美公園(行善路333巷),25.06058,121.5866
行善路383巷,25.06365,121.58609
舊宗新湖三路口,25.06321,121.57681
內湖運動公園,25.06766,121.57459
內湖路三段326巷口,25.08968,121.58352
成功公園,25.08416,121.59665
康寧路三段189巷93弄口,25.0735,121.61258
中國醫藥大學附設醫院臺北分院,25.08227,121.5909
康樂抽水站,25.06643,121.61732
環山路三段16巷口,25.08464,121.57945
文德一號綠地,25.0786,121.58302
臺北花市,25.06265,121.57427
行善社會住宅,25.06126,121.58201
康寧路三段99巷17弄口,25.0721,121.60991
堤頂大道二段407巷口,25.08019,121.56316
海德堡科技大樓,25.08156,121.56227
致伸科技大樓,25.08067,121.5656
內湖路一段288巷口,25.08202,121.56861
大都會客運內湖站,25.06749,121.57784
瑞湖公園,25.06888,121.57711
台灣世曦大樓,25.07345,121.57848
遠雄時代總部,25.07821,121.57103
瑞光路358巷口,25.07733,121.5727
大港墘公園(洲子街),25.07897,121.5737
世紀經貿,25.08049,121.57361
民權東路六段56巷口,25.06805,121.58488
新湖三行忠路72巷口,25.06605,121.58206
新湖三新湖二146巷口,25.06407,121.57787
舊宗新湖二路口,25.06151,121.57811
新光基湖大樓,25.08152,121.56489
內湖路一段120巷15弄,25.08203,121.56298
北勢湖環保公園(堤頂大道側),25.08318,121.56154
達爾文大樓,25.07941,121.57277
東湖四號公園,25.07074,121.61803
捷運西湖站(1號出口)內湖路側,25.08227,121.56709
承德路七段304巷口,25.1168,121.5048
洲美運動公園,25.10981,121.49886
榮華二明德路口,25.11357,121.52255
捷運明德站(1號出口),25.10896,121.51936
文林建民路口,25.10788,121.51457
永欣綠地,25.12416,121.52607
關渡宮,25.11739,121.46288
關渡自然公園,25.11884,121.46912
關渡醫院,25.1203,121.4665
捷運忠義站(1號出口),25.13149,121.47365
捷運關渡站(1號出口),25.12397,121.46712
捷運關渡站(2號出口),25.12618,121.46737
中央北路四段540巷口,25.12796,121.46782
大度立德路口,25.1231,121.47092
捷運復興崗站(1號出口),25.1378,121.4863
捷運復興崗站旅客服務中心,25.13666,121.48159
豐年公園,25.13475,121.49613
稻香重三路口,25.13997,121.48967
國防大學政治作戰學院,25.13776,121.49345
秀山區民活動中心,25.14582,121.49303
大業大同街口,25.13691,121.49987
捷運新北投站,25.13733,121.50339
捷運北投站,25.13187,121.499
捷運奇岩站(三合街),25.12634,121.50099
八仙里辦公處,25.12297,121.50158
大業路300巷口,25.12814,121.49782
立農公園,25.11798,121.50342
北投奇岩長青樂活大樓,25.12666,121.50373
捷運唭哩岸站(2號出口),25.12087,121.50523
北投運動中心,25.11666,121.50962
陽明大學,25.11912,121.51223
捷運石牌站(2號出口),25.11451,121.51567
台北護理大學,25.11752,121.51662
捷運石牌站(1號出口),25.11542,121.51469
振興醫院,25.11753,121.52186
石牌國小,25.1144,121.51307
振興公園,25.11865,121.5235
立農國小,25.11978,121.50422
承德路七段280巷口,25.11587,121.50576
致遠一路二段11巷,25.11093,121.51382
榮富公園,25.1137,121.52437
中正高中,25.10467,121.51654
立功立德路口,25.12501,121.47158
中央北路四段30巷口,25.13539,121.478
陽明交大圖書館,25.12081,121.51352
捷運新北投站(2號出口),25.13675,121.50224
復興公園,25.13872,121.5021
承德石牌路口,25.11272,121.50922
承德路七段188巷口,25.11416,121.50771
捷運明德站(3號出口),25.11,121.51841
大豐公園,25.13102,121.50408
洲美公園,25.10032,121.50599
中和街455巷11弄,25.14319,121.49621
洲美蜆仔港公園,25.10065,121.51107
文化三杏林一路口,25.14058,121.49915
珠海復興一路口,25.14045,121.50446
裕民二路33巷,25.11535,121.51736
新奇岩社會住宅,25.12287,121.5037
泉源公園,25.14193,121.50835
奇岩4號綠地,25.12533,121.50573
臺北健康護理大學(教研大樓),25.11857,121.51846
奇岩一號公園,25.12862,121.5033
福星公園,25.1094,121.51248
中庸公園,25.13774,121.50142
豐年公園,25.13597,121.49702
光明溫泉路口,25.13431,121.50226
和信治癌中心醫院,25.12757,121.47207
致遠新村,25.14319,121.49093
北投公園露天溫泉,25.13684,121.50792
中和街493巷9弄口,25.1439,121.49447
捷運北投站(1號出口),25.13258,121.49862
石牌立農街口,25.11879,121.51921
捷運唭哩岸站(1號出口),25.12082,121.50727
大興光明路2巷口,25.13043,121.50017
捷運忠義站(2號出口),25.13076,121.47347
福國承德路口,25.10171,121.51263
捷運北投站(1號出口)(北投路側),25.13201,121.49817
華固創富中心,25.10392,121.51244
崇仰公園(公?路255巷),25.12595,121.51098
北投文化公園(北側),25.13713,121.49706
中和綠地,25.1419,121.4989
大業路65巷口,25.12307,121.49906
公?承德路口,25.11969,121.50169
捷運松山站(4號出口),25.04987,121.57785
塔悠八德路口,25.05009,121.57202
鵬程公園,25.05503,121.56876
中崙高中,25.04878,121.56087
捷運南京三民站(2號出口),25.05136,121.56283
捷運南京三民站(1號出口),25.05155,121.5636
光復北路11巷口,25.04937,121.558
捷運南京三民站(4號出口),25.05152,121.5646
西松高中,25.05492,121.56701
民權復興路口,25.0622,121.54565
民福三號綠地,25.06374,121.54767
民有一號公園,25.06095,121.54731
民生敦化路口,25.05804,121.54897
松基公園,25.0546,121.54486
三民路166巷口,25.0619,121.56328
民生活動中心,25.05907,121.56305
捷運小巨蛋站(2號出口),25.05157,121.55118
臺北市藝文推廣處,25.04826,121.55235
民生國小(敦化北路199巷),25.05633,121.55286
敦北公園,25.06118,121.55098
民權運動公園,25.062,121.56019
新東公園,25.05925,121.56888
民生光復路口,25.05834,121.55496
三民公園,25.06128675,121.566679
八德路三段74巷口,25.04459,121.55252
八德路三段8巷口,25.04488,121.54992
三軍總醫院(松山分院),25.05419,121.55631
平安新城,25.05528,121.559
健康社會住宅,25.05433,121.56545
民權光復路口(東北側),25.06206,121.55475
市民東興路口,25.0484,121.56586
光復南路22巷口,25.04693,121.55771
光復南路58巷,25.04566,121.55656
松山新城,25.05347,121.55436
內政部營建署,25.04769,121.5448
南京光復路口,25.05143,121.55716
民生立體停車場,25.05846,121.55947
健康新城,25.05408,121.56095
健安新城,25.05606,121.56345
復盛公園,25.04763,121.56115
中崙福成宮,25.04524,121.54659
捷運南京復興站(7號出口),25.05278,121.54478
捷運南京復興站(5號出口),25.05168,121.54506
塔悠疏散門,25.0648,121.56788
臺北田徑場,25.04951,121.54941
捷運小巨蛋站(5號出口),25.05176,121.55352
敦化長春路口,25.0536,121.54871
饒河疏散門(基四號疏散門),25.05147,121.57683
捷運松山站(2號出口),25.05013,121.57635
民權東路三段106巷口,25.062,121.54472
南京東路五段59巷口,25.05163,121.55907
三民公園(塔悠路),25.06241,121.56831
寶清公園,25.05198,121.5681
西松公園,25.05406,121.56407
長壽公園,25.05378,121.55893
復源公園,25.04634,121.5542
南京東路四段179巷口,25.05173,121.55609
臺北田徑場(北寧路側),25.04954,121.55261
西松高中(健康路325巷),25.05567,121.56713
南京東興路口,25.05149,121.56535
捷運松山站(3號出口),25.04962,121.57746
介壽國中,25.05722,121.55706
敦化南京路口(東北側),25.05226,121.54926
敦化八德路口,25.04802,121.54864
新東街51巷口,25.0615,121.56332
八德立體停車場,25.04985,121.57189
長春慶城街口,25.05452,121.54636
八德路四段652巷口,25.04942,121.57503
捷運松山站(1號出口),25.05014,121.57692
捷運小巨蛋站(3號出口),25.05152,121.55243
捷運小巨蛋站(5號出口),25.05181,121.5521
敦化北路155巷口,25.0542,121.5491
民生復興路口,25.05764,121.54443
市民延吉街口,25.0444,121.55397
龍城市場,25.05454,121.55417
捷運南京三民站(3號出口),25.05129,121.56426
塔悠基隆路口(麥帥一橋下),25.05139,121.57062
五常街370巷,25.06432,121.54537
南港公園(東新街),25.04591,121.59226
南港公園(福德街),25.04128,121.59089
捷運昆陽站(1號出口),25.05014,121.59238
忠孝東路六段225巷口,25.04919,121.58832
捷運後山埤站(1號出口),25.04437,121.58133
合樂公園,25.04843,121.58154
合心廣場,25.04608,121.58315
成德國中,25.04592,121.5882
玉成公園,25.04281,121.58613
研究院舊莊街口,25.04239,121.61683
中研院綜合體育館東側,25.04054,121.61374
國家生技園區,25.04763,121.61145
捷運南港展覽館站(5號出口),25.05469,121.61669
中研公園,25.04697,121.61375
福山公園,25.04499,121.61775
舊莊區民活動中心,25.04139,121.6191
凌雲市場,25.03564,121.61415
市民大道八段532號,25.054,121.61334
捷運南港軟體園區(2號出口),25.05933,121.61677
南港國小,25.05668,121.61137
興中立體停車場(興中路),25.05629,121.607
臺北市立圖書館南港分館,25.05485,121.60866
東陽公園,25.05716,121.59792
向陽南港路口,25.05437,121.59423
南港車站(忠孝東路七段415巷),25.05252,121.60922
捷運南港站(2號出口),25.05201,121.60741
捷運南港站(1號出口),25.05192,121.60642
東新國小,25.05507,121.6028
中華科技大學,25.03392,121.60985
六福公園,25.04681,121.61703
南港加壓站,25.04805,121.61594
臺北流行音樂中心(南港路),25.05343,121.59945
興南公園,25.05766,121.60396
臺北流行音樂中心(市民大道),25.05211,121.59839
南港車站(市民大道),25.05326,121.60656
忠孝東路七段527巷口,25.05266,121.61275
南港軟體園區(新民街),25.05627,121.61369
世貿公園,25.05831,121.61422
凌雲五村(研究院路三段8巷),25.03595,121.61688
新新公園(昆陽街60巷),25.0521,121.59053
南港高中(昆陽街),25.05285,121.59279
南港路三段290巷口,25.05234,121.58152
南港路三段220巷口,25.05289,121.58599
南港東新街口,25.05168,121.58284
八德中坡路口,25.05064,121.5803
捷運後山埤站(3號出口),25.04511,121.5836
玉成公園運動中心,25.04193,121.58493
百福公園,25.03884,121.58788
南湖大橋(經貿二路255巷),25.06148,121.61384
園區重陽路口,25.05937,121.61072
南港車站B棟(市民大道),25.05293,121.60549
胡適公園,25.04014,121.61766
南港抽水站,25.06164,121.61267
經貿公園,25.06271,121.61597
育成高中,25.05853,121.60983
捷運南港展覽館站(7號出口),25.05436,121.6181
力行橋(南港),25.05172,121.61686
舊莊國小(舊莊街一段),25.03987,121.62015
向陽公園,25.05705,121.59265
小彎社會住宅,25.0582,121.59368
捷運南港展覽館站(6號出口),25.05465,121.6185
捷運南港展覽館站(4號出口),25.05535,121.61838
成德綠地,25.04675,121.58731
南港公園(東新街170巷),25.04134,121.59323
中坡市民路口(東北側),25.04969,121.58028
昆陽公園,25.0483,121.59425
南港路二段178巷口,25.05368,121.59969
南港車站(忠孝東路),25.05225,121.60766
南港車站(興華路),25.05343,121.60633
玉成公園(成福路178巷口),25.04177,121.58735
玉東公園(東新街),25.04998,121.58383
南港出租國宅社區,25.03878,121.59302
成福路197巷口,25.04066,121.58877
南港疏散門(基三號疏散門),25.05543,121.5892
成德立體停車場,25.04557,121.58629
南港展覽館2館,25.05545,121.61646
舊莊派出所,25.03827,121.62274
南港路三段80巷,25.05394,121.59124
捷運昆陽站(4號出口),25.05066,121.59431
忠孝東路六段278巷口,25.04916,121.58906
中研院人文社會科學館,25.04126,121.6118
南港路三段130巷口,25.05457,121.58781
南港路三段190巷口,25.05381,121.58638
忠孝東路六段212巷口,25.0488,121.58742
新富公園,25.05296,121.61713
東新街63巷口,25.04728,121.58605
中興公園,25.04487,121.61481
內湖機廠(港東街),25.058,121.62189
黎忠區民活動中心,25.02035,121.55769
基隆路二段159巷口,25.02561,121.55409
嘉興街175巷口,25.02811,121.55671
和平東路三段631巷口,25.0132,121.56335
和平東路三段530巷口,25.01545,121.56134
景勤二號公園,25.02698,121.55841
臺北醫學大學,25.02668,121.56175
三興公園,25.02868,121.55932
松德站,25.03162,121.57396
捷運象山站(2號出口),25.03222,121.56974
象山公園,25.02863,121.56981
松仁路253巷3弄,25.02678,121.56884
興雅國中,25.03616,121.56983
捷運象山站(1號出口),25.03295,121.56867
松德路200巷,25.03471,121.57301
中全公園,25.0382,121.57495
台北市災害應變中心,25.02868,121.56672
信義運動中心,25.03189,121.56678
捷運台北101/世貿站(3號出口),25.03275,121.56337
景新公園,25.03003,121.56287
光復信義路口東南側,25.03281,121.55756
三張犁,25.03452,121.5576
仁愛路四段496巷口,25.03745,121.5602
松山工農,25.03961,121.57199
松友公園,25.03423,121.57636
林口公園,25.03894,121.57915
松山家商,25.0347,121.58018
永春陂濕地公園,25.03301,121.58096
臺北市政府,25.03801,121.56541
松智松壽路口,25.03607,121.56535
市府松壽路口,25.03627,121.56383
市府松高路口,25.03899,121.56369
市民廣場,25.03599,121.56218
信義廣場(台北101),25.03306,121.5662
捷運台北101/世貿站(5號出口),25.03338,121.56333
春光公園,25.0427,121.58112
松仁路121巷口,25.03476,121.56865
福德國小,25.03846,121.58618
福德公園,25.03841,121.58355
松高路(信義新天地A4館),25.03918,121.56654
興雅松仁路口,25.0401,121.56822
福祥公園,25.04626,121.57045
吳興公車總站,25.02388,121.56984
泰和公園,25.0193,121.57105
興雅國小(基隆路一段37巷),25.04773,121.56895
雅祥公園(松信路50巷口),25.04732,121.57211
松山車站,25.0489,121.57841
五常公園,25.04797,121.57432
永吉松信路口,25.04548,121.57207
三興國小,25.02969,121.55766
市民松信路口,25.04927,121.57205
松山高中,25.0433,121.5638
基隆光復路口,25.03005,121.55764
基隆忠孝路口西南側,25.04108,121.5629
泰和里民活動中心,25.0213,121.57027
捷運後山埤站(2號出口),25.04395,121.58184
虎林永吉路口,25.04519,121.57712
永吉公園,25.04345,121.57539
永吉路321巷口,25.04561,121.57549
松山永吉路口,25.04623,121.57772
松山路292巷口,25.0432,121.57789
捷運象山站(3號出口),25.03295,121.5712
松德公園,25.03657,121.57349
世貿三館,25.03511,121.56369
松德虎林街口,25.0383,121.5762
富台公園,25.04185,121.57204
基隆路一段101巷口,25.04516,121.56702
捷運永春站(2號出口),25.0405,121.57538
吳興街260巷,25.02606,121.5631
松山家商(林口街),25.03593,121.57906
仁愛逸仙路口,25.03771,121.56124
安強公園,25.03693,121.57535
信義基隆路口,25.03321,121.55873
捷運台北101/世貿站(2號出口),25.0327,121.56157
吳興街284巷36弄口,25.02236,121.56268
協和祐德高級中學,25.0426,121.58381
福德國小公車站,25.03929,121.58755
松仁路95巷口,25.03656,121.56866
臺北南山廣場,25.03404,121.56598
景聯廣場,25.03214,121.55974
景平公園,25.02976,121.5642
捷運市政府站(3號出口),25.04084,121.56789
五分埔公園,25.04719,121.58058
松仁路305號,25.02306,121.57036
吳興街394巷口,25.02474,121.56741
忠孝東路五段215巷口,25.0409,121.5705
松勤莊敬路口,25.03203,121.5615
松仁松平路口,25.03047,121.56838
信義松德路口,25.03322,121.57433
捷運市政府站(4號出口),25.04146,121.56731
吳興街284巷(廣安宮),25.02326,121.56329
景勤二號公園(西南側),25.02605,121.5577
克勤新村,25.02589,121.56073
和平東路三段291號,25.02186,121.55532
德昌寶興街口(西北角),25.02365,121.49528
寶興長泰街口(西南角),25.0216,121.49597
萬大路486巷口,25.01975,121.4973
國興中華路口,25.02485,121.50898
古亭國中,25.02442,121.5107
國興水源路口,25.02297,121.50845
青年公園高爾夫球場,25.02481,121.50755
國興青年路口,25.02594,121.50651
青年公園棒球場,25.0241,121.50289
青年公園籃球場,25.02085,121.50539
